Name,Ticker,Sector,Country,Market_Cap,Revenue,Beta,EBITDA,Free_Cash_Flow,Total_Debt,Total_Cash,Dividend_Yield,Revenue_Growth,ROE,Operating_Margin,Profit_Margin,Debt_to_Equity,Revenue_LC
SIGMA AB,SGML.V,Basic Materials,Brazil,1421816535.04,102829772.48,0.023,20565954.496000003,12339572.6976,355454133.76,142181653.504,0.0,0.08,0.12,0.15,0.1,50,102829772.48
VTR PLC,VTR,Real Estate,United States,41029869568.0,5817438208.0,0.772,1163487641.6,698092584.9599999,10257467392.0,4102986956.8,0.0,0.08,0.12,0.15,0.1,50,5817438208.0
STOREBRAND ASA,SKT.F,Financial Services,Norway,7110254407.68,5963825924.99712,0.561,12825432096.768002,7695259258.060801,1777563601.92,711025440.7680001,0.0,0.08,0.12,0.15,0.1,50,64127160483.84
INTERCONTINENTAL HOTELS GROUP PLC,IHG,Consumer Cyclical,United Kingdom,22255089664.0,5120000000.0,1.081,1024000000.0,614400000.0,5563772416.0,2225508966.4,0.0,0.08,0.12,0.15,0.1,50,5120000000.0
AXON GROUP PLC,AXON,Industrials,United States,34006536192.0,2557957120.0,1.483,511591424.0,306954854.4,8501634048.0,3400653619.2000003,0.0,0.08,0.12,0.15,0.1,50,2557957120.0
CHINA.COM INC.,0552.HK,Communication Services,China,4024847826.944,2733291098.6035204,0.547,3904701569.4336,2342820941.66016,1006211956.736,402484782.6944001,0.0,0.08,0.12,0.15,0.1,50,19523507847.168
MKS INSTRUMENTS INC.,MKSI,Technology,United States,17987983360.0,3832000000.0,1.943,766400000.0,459840000.0,4496995840.0,1798798336.0,0.0,0.08,0.12,0.15,0.1,50,3832000000.0
CELESTICA INC.,CLS,Technology,Canada,32632440832.0,12390899712.0,1.505,2478179942.4,1486907965.44,8158110208.0,3263244083.2000003,0.0,0.08,0.12,0.15,0.1,50,12390899712.0
MARUBENI CORPORATION,8002.T,Industrials,Japan,63115517073.8176,55227029389.312,0.636,11045405877.862402,6627243526.717441,15778879268.4544,6311551707.381761,0.0,0.08,0.12,0.15,0.1,50,55227029389.312
VERISIGN INC.,VRSN,Technology,United States,19749271552.0,1656600064.0,0.753,331320012.8,198792007.68,4937317888.0,1974927155.2,0.0,0.08,0.12,0.15,0.1,50,1656600064.0
3I GROUP PLC,3I0.F,Real Estate,United States,8158625095.68,1083383631.36,1.246,216676726.27200004,130006035.7632,2039656273.92,815862509.5680001,0.0,0.08,0.12,0.15,0.1,50,1083383631.36
CITIGROUP INC.,C,Financial Services,United States,202938564608.0,75716001792.0,1.141,15143200358.400002,9085920215.04,50734641152.0,20293856460.8,0.0,0.08,0.12,0.15,0.1,50,75716001792.0
EADS NV,EADSY,Industrials,Netherlands,186414579712.0,72151998464.0,0.867,14430399692.8,8658239815.68,46603644928.0,18641457971.2,0.0,0.08,0.12,0.15,0.1,50,72151998464.0
DEXTERRA INC.,13N1.F,Industrials,Canada,509063235.84,1099501585.92,0.656,219900317.184,131940190.3104,127265808.96,50906323.58400001,0.0,0.08,0.12,0.15,0.1,50,1099501585.92
BEL FUSE INC.,BELFB,Technology,United States,2943960576.0,649376000.0,1.212,129875200.0,77925120.0,735990144.0,294396057.6,0.0,0.08,0.12,0.15,0.1,50,649376000.0
RED DRAGON GOLD CORPORATION,603116.SS,Consumer Cyclical,China,512242519.04,276811207.68,0.48,55362241.536000006,33217344.9216,128060629.76,51224251.90400001,0.0,0.08,0.12,0.15,0.1,50,276811207.68
MOSAIC GROUP INC.,MOS,Basic Materials,United States,9255613440.0,11894599680.0,0.961,2378919936.0,1427351961.6,2313903360.0,925561344.0,0.0,0.08,0.12,0.15,0.1,50,11894599680.0
GOT CORPORATION,GOTU,Consumer Defensive,China,516377408.0,819010949.1200001,0.447,1170015641.6,702009384.9599999,129094352.0,51637740.8,0.0,0.08,0.12,0.15,0.1,50,5850078208.0
AG MEDIA GROUP INC.,DJT,Communication Services,United States,2925975296.0,3677900.0,4.619,735580.0,441348.0,731493824.0,292597529.6,0.0,0.08,0.12,0.15,0.1,50,3677900.0
SANDISK CORPORATION,SNDK,Technology,United States,88918122496.0,8929000448.0,,1785800089.6,1071480053.76,22229530624.0,8891812249.6,0.0,0.08,0.12,0.15,0.1,50,8929000448.0
EVERTEC INC.,EVTC,Technology,United States,1678296064.0,903380992.0,0.845,180676198.4,108405719.04,419574016.0,167829606.4,0.0,0.08,0.12,0.15,0.1,50,903380992.0
APPLIED DIGITAL SOLUTIONS INC.,APLD,Technology,United States,9198373888.0,263986000.0,7.182,52797200.0,31678320.0,2299593472.0,919837388.8,0.0,0.08,0.12,0.15,0.1,50,263986000.0
TOWER PLC,TSEM,Technology,Israel,14261746688.0,1566104064.0,,313220812.8,187932487.68,3565436672.0,1426174668.8000002,0.0,0.08,0.12,0.15,0.1,50,1566104064.0
YAMAHA CORPORATION,YHA.F,Consumer Cyclical,Japan,3133308856.32,3224735615.2872963,0.113,644947123.0574591,386968273.8344755,783327214.08,313330885.632,0.0,0.08,0.12,0.15,0.1,50,488596305346.56006
"FIRST AMERICAN CORPORATION, THE",FAF,Financial Services,United States,6870097920.0,7452199936.0,1.291,1490439987.2,894263992.3199999,1717524480.0,687009792.0,0.0,0.08,0.12,0.15,0.1,50,7452199936.0
FAITH INC.,301112.SZ,Consumer Cyclical,China,588162032.6400001,73834987.52000001,0.951,14766997.504000004,8860198.502400002,147040508.16000003,58816203.26400001,0.0,0.08,0.12,0.15,0.1,50,73834987.52000001
INTER-TEL INC.,600289.SS,Technology,China,587509493.7600001,44846009.6,0.798,8969201.92,5381521.152,146877373.44000003,58750949.37600002,0.0,0.08,0.12,0.15,0.1,50,44846009.6
@ROAD INC.,ROAD,Industrials,United States,7735824896.0,3060244992.0,0.87,612048998.4,367229399.04,1933956224.0,773582489.6,0.0,0.08,0.12,0.15,0.1,50,3060244992.0
TATA TECHNOLOGIES INC.,TATATECH.BO,Technology,India,2940493234.176,626279989.248,0.636,125255997.84960002,75153598.70976,735123308.544,294049323.41760004,0.0,0.08,0.12,0.15,0.1,50,626279989.248
MCKESSON CORPORATION,MCK,Healthcare,United States,116816535552.0,397957988352.0,0.413,79591597670.40001,47754958602.24,29204133888.0,11681653555.2,0.0,0.08,0.12,0.15,0.1,50,397957988352.0
FITCH INC.,ANF,Consumer Cyclical,United States,4377493504.0,5181407232.0,1.162,1036281446.4,621768867.84,1094373376.0,437749350.4,0.0,0.08,0.12,0.15,0.1,50,5181407232.0
FIRST NATIONAL HOLDING SA,SN9.F,Financial Services,United States,2798554613.76,-1415880.0,0.916,-283176.0,-169905.6,699638653.44,279855461.37600005,0.0,0.08,0.12,0.15,0.1,50,-1415880.0
GUS PLC,2273.HK,Healthcare,China,903379615.744,403492995.072,0.655,80698599.0144,48419159.408640005,225844903.936,90337961.5744,0.0,0.08,0.12,0.15,0.1,50,403492995.072
QUEBECOR INC.,QBR-B.TO,Communication Services,Canada,9193464094.72,4164720189.44,0.539,832944037.888,499766422.7328,2298366023.68,919346409.472,0.0,0.08,0.12,0.15,0.1,50,4164720189.44
NRJ GROUP SA,NRG.PA,Communication Services,France,595616785.9200001,443097008.6400001,0.225,88619401.72800002,53171641.036800005,148904196.48000002,59561678.59200001,0.0,0.08,0.12,0.15,0.1,50,443097008.6400001
WOODSIDE CORPORATION,WDS.AX,Energy,Australia,32409574686.72,9095460126.72,-0.07,1819092025.3440003,1091455215.2064002,8102393671.68,3240957468.6720004,0.0,0.08,0.12,0.15,0.1,50,9095460126.72
INTAC INTERNATIONAL INC.,I5U.F,Financial Services,Canada,31504829644.800003,28152359239.68,0.257,5630471847.936001,3378283108.7616,7876207411.200001,3150482964.4800005,0.0,0.08,0.12,0.15,0.1,50,28152359239.68
WORLD INVESTMENT PARTNERS SA,MWG11.BK,Consumer Cyclical,Vietnam,162998714368.0,0.0,0.458,0.0,0.0,40749678592.0,16299871436.8,0.0,0.08,0.12,0.15,0.1,50,0.0
ERAS INC.,ERAS,Healthcare,United States,3746000640.0,0.0,1.221,0.0,0.0,936500160.0,374600064.0,0.0,0.08,0.12,0.15,0.1,50,0.0
ANDERSEN GROUP INC.,ANDG,Consumer Cyclical,United States,2296716800.0,810755968.0,,162151193.60000002,97290716.16,574179200.0,229671680.0,0.0,0.08,0.12,0.15,0.1,50,810755968.0
SAFE TECHNOLOGIES INTERNATIONAL INC.,301559.SZ,Consumer Cyclical,China,1501919928.3200002,384355937.28,0.7,76871187.45600002,46122712.4736,375479982.08,150191992.83200002,0.0,0.08,0.12,0.15,0.1,50,384355937.28
CI COM SA,2596.HK,Financial Services,China,1544639086.592,166622855.168,,33324571.033600003,19994742.62016,386159771.648,154463908.6592,0.0,0.08,0.12,0.15,0.1,50,166622855.168
HONG KONG INVESTNET INC.,0517.HK,Industrials,Hong Kong,1326645510.144,487469711.36,0.443,97493942.272,58496365.3632,331661377.536,132664551.0144,0.0,0.08,0.12,0.15,0.1,50,487469711.36
TELEKOM MALAYSIA BHD,MYTEF,Communication Services,Malaysia,6332268544.0,11665699840.0,0.224,2333139968.0,1399883980.8,1583067136.0,633226854.4,0.0,0.08,0.12,0.15,0.1,50,11665699840.0
IMERYS SA,IY4.F,Basic Materials,France,2347860971.52,3688091965.44,0.723,737618393.088,442571035.8528,586965242.88,234786097.152,0.0,0.08,0.12,0.15,0.1,50,3688091965.44
D&M HOLDINGS INC.,NAK,Basic Materials,Canada,1106297728.0,0.0,0.394,0.0,0.0,276574432.0,110629772.8,0.0,0.08,0.12,0.15,0.1,50,0.0
EXEL PLC,EXEL,Healthcare,United States,11756718080.0,2320125952.0,0.423,464025190.4,278415114.24,2939179520.0,1175671808.0,0.0,0.08,0.12,0.15,0.1,50,2320125952.0
RWE AG,RWE.DE,Utilities,Germany,41284736778.240005,23257800622.08,0.702,4651560124.416,2790936074.6496,10321184194.56,4128473677.824001,0.0,0.08,0.12,0.15,0.1,50,23257800622.08
TIM INTERNATIONAL NV,NYT,Communication Services,United States,11970439168.0,2824918016.0,1.107,564983603.2,338990161.92,2992609792.0,1197043916.8,0.0,0.08,0.12,0.15,0.1,50,2824918016.0
AMKOR TECHNOLOGY INC.,AMKR,Technology,United States,11378689024.0,6707980800.0,1.947,1341596160.0,804957696.0,2844672256.0,1137868902.4,0.0,0.08,0.12,0.15,0.1,50,6707980800.0
MULTIPLAN INC.,MULT3.SA,Real Estate,Brazil,3211731968.0,547816601.6,0.039,109563320.32,65737992.192,802932992.0,321173196.8,0.0,0.08,0.12,0.15,0.1,50,547816601.6
WESTERN UNION FINANCIAL SERVICES INC.,WU,Financial Services,United States,3030563584.0,4100499968.0,0.536,820099993.6,492059996.16,757640896.0,303056358.40000004,0.0,0.08,0.12,0.15,0.1,50,4100499968.0
CPP GROUP PLC,CPPLUS.NS,Industrials,India,2251686739.968,453146148.864,,90629229.7728,54377537.86368,562921684.992,225168673.9968,0.0,0.08,0.12,0.15,0.1,50,453146148.864
BEST BUY COMPANY INC.,BBY,Consumer Cyclical,United States,13779490816.0,41825001472.0,1.469,8365000294.400001,5019000176.639999,3444872704.0,1377949081.6,0.0,0.08,0.12,0.15,0.1,50,41825001472.0
DATA SYSTEMS & SOFTWARE INC.,TDS,Communication Services,United States,5368174080.0,4859865088.0,0.341,971973017.6,583183810.56,1342043520.0,536817408.0,0.0,0.08,0.12,0.15,0.1,50,4859865088.0
OBRASCON HUARTE LAIN SA,HUA.F,Industrials,Spain,553172751.36,4206919671.7056003,1.169,771911866.368,463147119.8208,138293187.84,55317275.13600001,0.0,0.08,0.12,0.15,0.1,50,3859559331.84
J4B PLC,J4B.F,Industrials,United States,924890434.56,651868577.2800001,1.314,130373715.45600004,78224229.27360001,231222608.64,92489043.45600002,0.0,0.08,0.12,0.15,0.1,50,651868577.2800001
CRC GROUP PLC,CRC,Energy,United States,5011292160.0,3504999936.0,1.129,700999987.2,420599992.32,1252823040.0,501129216.0,0.0,0.08,0.12,0.15,0.1,50,3504999936.0
WEATHERFORD INC,WFRD,Energy,United States,7265176576.0,4918000128.0,0.758,983600025.6,590160015.36,1816294144.0,726517657.6,0.0,0.08,0.12,0.15,0.1,50,4918000128.0
ITIS HOLDINGS PLC,MSPA.F,Communication Services,Morocco,9559011778.56,0.0,0.409,0.0,0.0,2389752944.6400003,955901177.8560002,0.0,0.08,0.12,0.15,0.1,50,0.0
TOREX GROUP PLC,73GN.F,Basic Materials,Canada,3835603998.72,1226123965.44,1.186,245224793.08800003,147134875.8528,958900999.68,383560399.872,0.0,0.08,0.12,0.15,0.1,50,1226123965.44
MEDIATEK INC.,2454.TW,Technology,Taiwan,91784315142.144,18474945019.904,1.021,3694989003.9808,2216993402.38848,22946078785.536,9178431514.2144,0.0,0.08,0.12,0.15,0.1,50,18474945019.904
SCANFIL OYJ,SCANFL.HE,Industrials,Finland,803652433.9200001,862176960.0,0.732,172435392.0,103461235.2,200913108.48,80365243.392,0.0,0.08,0.12,0.15,0.1,50,862176960.0
SMG PLC,SMG,Basic Materials,United States,4060461056.0,3400900096.0,1.974,680180019.2,408108011.52,1015115264.0,406046105.6,0.0,0.08,0.12,0.15,0.1,50,3400900096.0
CHURCH & DWIGHT COMPANY INC.,CHD,Consumer Defensive,United States,23928963072.0,6203200000.0,0.468,1240640000.0,744384000.0,5982240768.0,2392896307.2000003,0.0,0.08,0.12,0.15,0.1,50,6203200000.0
CRH PLC,CRH,Basic Materials,Ireland,82303590400.0,36900999168.0,1.182,7380199833.6,4428119900.16,20575897600.0,8230359040.0,0.0,0.08,0.12,0.15,0.1,50,36900999168.0
RESCO AB,U0Y.F,Basic Materials,Australia,5383747952.64,1033956334.08,,206791266.816,124074760.0896,1345936988.16,538374795.264,0.0,0.08,0.12,0.15,0.1,50,1033956334.08
BLACK BOX CORPORATION,BBOX.NS,Technology,India,1089525645.312,741058805.76,-0.074,148211761.152,88927056.69119999,272381411.328,108952564.5312,0.0,0.08,0.12,0.15,0.1,50,741058805.76
ESSILOR INTERNATIONAL SA,EL.PA,Healthcare,France,121610590617.6,30770279792.640003,0.608,6154055958.528001,3692433575.1168,30402647654.4,12161059061.760002,0.0,0.08,0.12,0.15,0.1,50,30770279792.640003
BRAVIDA ASA,BV0.F,Industrials,Sweden,1971760389.12,0.0,0.936,0.0,0.0,492940097.28,197176038.91200003,0.0,0.08,0.12,0.15,0.1,50,0.0
T-MOBILE INTERNATIONAL AG,TMUS,Communication Services,United States,247290626048.0,88308998144.0,0.435,17661799628.8,10597079777.28,61822656512.0,24729062604.800003,0.0,0.08,0.12,0.15,0.1,50,88308998144.0
INTERNATIONAL DIGITAL HOLDING INC.,WDC,Technology,United States,97885732864.0,10734000128.0,1.839,2146800025.6,1288080015.36,24471433216.0,9788573286.4,0.0,0.08,0.12,0.15,0.1,50,10734000128.0
VIP INTERNATIONAL CORPORATION,VIPS,Consumer Cyclical,China,8607779840.0,14933745827.840002,0.665,21333922611.2,12800353566.72,2151944960.0,860777984.0,0.0,0.08,0.12,0.15,0.1,50,106669613056.0
TELIA AB,TELIA1.HE,Communication Services,Sweden,17806320599.04,0.0,0.262,0.0,0.0,4451580149.76,1780632059.9040003,0.0,0.08,0.12,0.15,0.1,50,0.0
ALERI INC.,FCW3.F,Utilities,Italy,1113537507.8400002,244604880.00000003,0.558,48920976.00000001,29352585.6,278384376.96000004,111353750.78400002,0.0,0.08,0.12,0.15,0.1,50,244604880.00000003
FLOOR DECOR INC.,FND,Consumer Cyclical,United States,7263840768.0,4661833216.0,1.74,932366643.2,559419985.92,1815960192.0,726384076.8000001,0.0,0.08,0.12,0.15,0.1,50,4661833216.0
PHOTONICS CORPORATION,IPGP,Technology,United States,5598476800.0,1003777024.0,1.028,200755404.8,120453242.88,1399619200.0,559847680.0,0.0,0.08,0.12,0.15,0.1,50,1003777024.0
AMERICAN ELECTRIC AUTOMOBILE COMPANY INC.,AEP,Utilities,United States,70360670208.0,21876000768.0,,4375200153.6,2625120092.16,17590167552.0,7036067020.8,0.0,0.08,0.12,0.15,0.1,50,21876000768.0
JKC GROUP INC.,JKCEMENT.BO,Basic Materials,India,5437489938.432,1609945153.536,0.326,321989030.7072,193193418.42432,1359372484.608,543748993.8432001,0.0,0.08,0.12,0.15,0.1,50,1609945153.536
ISRAEL CORPORATION LTD,DLTI.TA,Consumer Cyclical,Israel,2852860928.0,1291054976.0,0.123,258210995.2,154926597.12,713215232.0,285286092.8,0.0,0.08,0.12,0.15,0.1,50,1291054976.0
"RANK GROUP PLC, THE",RNKA.F,Consumer Cyclical,United Kingdom,542159723.52,878688000.0,1.763,175737600.0,105442560.0,135539930.88,54215972.352,0.0,0.08,0.12,0.15,0.1,50,878688000.0
NCSOFT CORPORATION,036570.KS,Communication Services,South Korea,3083547967.488,1134085275.648,0.931,226817055.1296,136090233.07775998,770886991.872,308354796.7488,0.0,0.08,0.12,0.15,0.1,50,1134085275.648
SERCO GROUP PLC,SEO.F,Industrials,United Kingdom,3654181416.96,5234219827.200001,0.528,1046843965.4400002,628106379.264,913545354.24,365418141.696,0.0,0.08,0.12,0.15,0.1,50,5234219827.200001
CARNIVAL CORPORATION,CCL,Consumer Cyclical,United States,45616463872.0,26621999104.0,2.442,5324399820.8,3194639892.48,11404115968.0,4561646387.2,0.0,0.08,0.12,0.15,0.1,50,26621999104.0
AMERICAN BUSINESS FORMS INC.,AMBZ,Financial Services,United States,637301696.0,153340000.0,0.311,30668000.0,18400800.0,159325424.0,63730169.6,0.0,0.08,0.12,0.15,0.1,50,153340000.0
"TELEVISION CORPORATION PLC, THE",NP9.F,Communication Services,Japan,4808137605.12,3471635309.395968,-0.016,694327061.8791935,416596237.12751615,1202034401.28,480813760.512,0.0,0.08,0.12,0.15,0.1,50,526005349908.48
MENSCH UND MASCHINE SOFTWARE AG,MUM.DE,Technology,Germany,692372413.44,251500688.64,0.918,50300137.72800001,30180082.6368,173093103.36,69237241.34400001,0.0,0.08,0.12,0.15,0.1,50,251500688.64
NOVO GROUP OYJ,NVO,Healthcare,Denmark,218622836736.0,309064007680.0,0.403,61812801536.0,37087680921.6,54655709184.0,21862283673.6,0.0,0.08,0.12,0.15,0.1,50,309064007680.0
MCT CORPORATION,MCTA,Healthcare,Hong Kong,504260192.0,6221751.0,,1244350.2,746610.12,126065048.0,50426019.2,0.0,0.08,0.12,0.15,0.1,50,6221751.0
SAFT SA,SAFT,Financial Services,United States,1190491392.0,1231116032.0,0.207,246223206.4,147733923.84,297622848.0,119049139.2,0.0,0.08,0.12,0.15,0.1,50,1231116032.0
EUROFINS SCIENTIFIC AG,ESF0.F,Healthcare,Luxembourg,12605693091.84,7879680000.000001,0.96,1575936000.0000002,945561600.0,3151423272.96,1260569309.184,0.0,0.08,0.12,0.15,0.1,50,7879680000.000001
MIS AG,MCW,Consumer Cyclical,United States,1953945472.0,1041660032.0,1.467,208332006.4,124999203.84,488486368.0,195394547.2,0.0,0.08,0.12,0.15,0.1,50,1041660032.0
DRI CORPORATION,DRI,Consumer Cyclical,United States,25313363968.0,12576499712.0,0.614,2515299942.4,1509179965.44,6328340992.0,2531336396.8,0.0,0.08,0.12,0.15,0.1,50,12576499712.0
VISTEON CORPORATION,VC,Consumer Cyclical,United States,2828185856.0,3759000064.0,1.162,751800012.8000001,451080007.68,707046464.0,282818585.6,0.0,0.08,0.12,0.15,0.1,50,3759000064.0
AIT GROUP PLC,AIT,Industrials,United States,10536309760.0,4754024960.0,0.822,950804992.0,570482995.1999999,2634077440.0,1053630976.0,0.0,0.08,0.12,0.15,0.1,50,4754024960.0
POLYCOM INC.,301526.SZ,Consumer Cyclical,China,6683503984.64,1174076395.5200002,1.128,234815279.1040001,140889167.46240002,1670875996.16,668350398.4640001,0.0,0.08,0.12,0.15,0.1,50,1174076395.5200002
JABIL CIRCUIT INC.,JBL,Technology,United States,27447091200.0,31113000960.0,1.24,6222600192.0,3733560115.2,6861772800.0,2744709120.0,0.0,0.08,0.12,0.15,0.1,50,31113000960.0
UPM-KYMMENE OYJ,UPM.HE,Basic Materials,Finland,15439415132.160002,10428480552.96,0.222,2085696110.592,1251417666.3552,3859853783.04,1543941513.2160003,0.0,0.08,0.12,0.15,0.1,50,10428480552.96
PERNOD RICARD SA,RI.PA,Consumer Defensive,France,23051261214.72,11835719516.16,0.369,2367143903.232,1420286341.9392,5762815303.68,2305126121.472,0.0,0.08,0.12,0.15,0.1,50,11835719516.16
PRUDENTIAL PLC,PRU,Financial Services,United States,35812679680.0,61233000448.0,0.951,12246600089.6,7347960053.759999,8953169920.0,3581267968.0,0.0,0.08,0.12,0.15,0.1,50,61233000448.0
SECUNET SECURITY NETWORKS AG,YSN.F,Technology,Germany,1294114959.36,468537972.48,1.197,93707594.496,56224556.6976,323528739.84000003,129411495.93600002,0.0,0.08,0.12,0.15,0.1,50,468537972.48
EVER SA,EVER,Communication Services,United States,531444640.0,644656000.0,0.483,128931200.0,77358720.0,132861160.0,53144464.0,0.0,0.08,0.12,0.15,0.1,50,644656000.0
CLEAR CHANNEL COMMUNICATIONS INC.,CCU,Consumer Defensive,Chile,2639962624.0,0.0,0.218,0.0,0.0,659990656.0,263996262.4,0.0,0.08,0.12,0.15,0.1,50,0.0
ENTRA AB,ENTRA.IS,Utilities,Turkey,22195349504.0,3210774016.0,,642154803.2,385292881.92,5548837376.0,2219534950.4,0.0,0.08,0.12,0.15,0.1,50,3210774016.0
TAC AB,TAC,Utilities,Canada,4000999424.0,2484000000.0,0.436,496800000.0,298080000.0,1000249856.0,400099942.4,0.0,0.08,0.12,0.15,0.1,50,2484000000.0
PEAB AB,BTU,Energy,United States,3982533632.0,3861499904.0,0.503,772299980.8000001,463379988.48,995633408.0,398253363.2000001,0.0,0.08,0.12,0.15,0.1,50,3861499904.0
C-7 GROUP INC.,WFC-PL,Financial Services,United States,194532294656.0,80041000960.0,1.062,16008200192.0,9604920115.2,48633073664.0,19453229465.6,0.0,0.08,0.12,0.15,0.1,50,80041000960.0
E-GO SYSTEMS PLC,EGO,Basic Materials,Canada,9141483520.0,1677410944.0,1.295,335482188.8,201289313.28,2285370880.0,914148352.0,0.0,0.08,0.12,0.15,0.1,50,1677410944.0
CSS HOLDING NV,3LL.F,Industrials,Hong Kong,1660530032.64,3274438901.76,0.352,654887780.3520001,392932668.2112,415132508.16,166053003.26400003,0.0,0.08,0.12,0.15,0.1,50,3274438901.76
AGRA INC.,AGB2.F,Consumer Defensive,Austria,776113090.5600001,3887140166.553601,0.334,713236727.8080001,427942036.6848,194028272.64,77611309.05600001,0.0,0.08,0.12,0.15,0.1,50,3566183639.0400004
CMG PLC,CMG,Consumer Cyclical,United States,49525923840.0,11925601280.0,0.996,2385120256.0,1431072153.6,12381480960.0,4952592384.0,0.0,0.08,0.12,0.15,0.1,50,11925601280.0
FI SYSTEM SA,CBY.F,Financial Services,United States,3157759088.6400003,860697377.2800001,0.806,172139475.45600003,103283685.2736,789439772.1600001,315775908.864,0.0,0.08,0.12,0.15,0.1,50,860697377.2800001
IFS INTERNATIONAL INC.,IFS,Financial Services,Peru,5245325312.0,5497544192.0,0.81,1099508838.4,659705303.04,1311331328.0,524532531.2000001,0.0,0.08,0.12,0.15,0.1,50,5497544192.0
MEDICAL SOLUTIONS PLC,AQA.F,Healthcare,United Kingdom,571669263.36,237928320.00000003,0.605,47585664.00000001,28551398.4,142917315.84,57166926.336,0.0,0.08,0.12,0.15,0.1,50,237928320.00000003
UNICOMP INC.,688531.SS,Industrials,China,1703497994.2400002,135066462.72,1.459,27013292.544,16207975.5264,425874498.56000006,170349799.42400002,0.0,0.08,0.12,0.15,0.1,50,135066462.72
MOGUL AB,FMIZP.IS,Industrials,Turkey,4904077824.0,616254528.0,0.102,123250905.6,73950543.36,1226019456.0,490407782.4,0.0,0.08,0.12,0.15,0.1,50,616254528.0
DRAX HOLDING AB,DRXGY,Utilities,United Kingdom,4321310720.0,5651200000.0,0.774,1130240000.0,678144000.0,1080327680.0,432131072.0,0.0,0.08,0.12,0.15,0.1,50,5651200000.0
TARSUS GROUP PLC,TARS,Healthcare,United States,2662195456.0,366100000.0,0.58,73220000.0,43932000.0,665548864.0,266219545.6,0.0,0.08,0.12,0.15,0.1,50,366100000.0
TECAN GROUP AG,TEN.F,Healthcare,Switzerland,1930200468.48,979123645.44,1.268,195824729.08800003,117494837.4528,482550117.12,193020046.848,0.0,0.08,0.12,0.15,0.1,50,979123645.44
METROPOLE TELEVISION SA,MMT.F,Communication Services,France,1530253486.0800002,1390608000.0,0.701,278121600.0,166872960.0,382563371.52,153025348.608,0.0,0.08,0.12,0.15,0.1,50,1390608000.0
ITG GROUP PLC,ITGR,Healthcare,United States,3053773824.0,1831074048.0,0.744,366214809.6,219728885.76,763443456.0,305377382.40000004,0.0,0.08,0.12,0.15,0.1,50,1831074048.0
BELL GROUP PLC,BRBR,Consumer Defensive,United States,2093169024.0,2320999936.0,0.723,464199987.2000001,278519992.32,523292256.0,209316902.4,0.0,0.08,0.12,0.15,0.1,50,2320999936.0
SHERWOOD INTERNATIONAL PLC,SWC-R.BK,Basic Materials,Thailand,2154523136.0,1676951040.0,0.104,335390208.0,201234124.8,538630784.0,215452313.6,0.0,0.08,0.12,0.15,0.1,50,1676951040.0
DONALDSON COMPANY INC.,DCI,Industrials,United States,12631421952.0,3726200064.0,1.014,745240012.8000001,447144007.68,3157855488.0,1263142195.2,0.0,0.08,0.12,0.15,0.1,50,3726200064.0
GE POWER SYSTEMS EQUITIES INC.,GENUSPOWER.NS,Industrials,India,905092497.408,498067488.768,-0.265,99613497.7536,59768098.65216,226273124.352,90509249.7408,0.0,0.08,0.12,0.15,0.1,50,498067488.768
TRELLEBORG AB,TLLB.F,Industrials,Sweden,9012623708.16,0.0,0.793,0.0,0.0,2253155927.04,901262370.816,0.0,0.08,0.12,0.15,0.1,50,0.0
ENDESA SA,ELE.MC,Utilities,Spain,35909518786.560005,22813919723.52,0.662,4562783944.704,2737670366.8224,8977379696.640001,3590951878.6560006,0.0,0.08,0.12,0.15,0.1,50,22813919723.52
SEAGATE TECHNOLOGY INC.,STX,Technology,Singapore,92899131392.0,10058000384.0,1.635,2011600076.8,1206960046.08,23224782848.0,9289913139.2,0.0,0.08,0.12,0.15,0.1,50,10058000384.0
CARREFOUR SA,CA.PA,Consumer Defensive,France,11742262640.64,103975010087.7312,0.65,19077983502.336,11446790101.4016,2935565660.1600003,1174226264.064,0.0,0.08,0.12,0.15,0.1,50,95389917511.68
JAPAN TOBACCO INC.,JAT.F,Consumer Defensive,Japan,62028513607.68,24717586763.61216,0.154,4943517352.722432,2966110411.633459,15507128401.92,6202851360.768001,0.0,0.08,0.12,0.15,0.1,50,3745088903577.6
PST SA,PSTG,Technology,United States,23934142464.0,3483781888.0,1.273,696756377.6,418053826.56,5983535616.0,2393414246.4,0.0,0.08,0.12,0.15,0.1,50,3483781888.0
IMAX CORPORATION,IMAX,Communication Services,Canada,2037365632.0,377676992.0,0.368,75535398.4,45321239.04,509341408.0,203736563.2,0.0,0.08,0.12,0.15,0.1,50,377676992.0
SIM CORPORATION,SIM,Basic Materials,Mexico,4758239744.0,1806688604.16,0.255,6229960704.0,3737976422.4,1189559936.0,475823974.4,0.0,0.08,0.12,0.15,0.1,50,31149803520.0
HANSEN CORPORATION,HSN.AX,Technology,Australia,593077056.0,259040770.56,0.403,51808154.112,31084892.4672,148269264.0,59307705.6,0.0,0.08,0.12,0.15,0.1,50,259040770.56
E.ON RUHRGAS AG,GLBE,Consumer Cyclical,Israel,5107057664.0,888449984.0,1.238,177689996.8,106613998.08,1276764416.0,510705766.4,0.0,0.08,0.12,0.15,0.1,50,888449984.0
